ID_cliente,Abandono,Género_cliente,Cliente_adulto_mayor,Pareja_del_cliente,Dependientes_del_cliente,Antigüedad_cliente
4919-IKATY,1,Male,0,1,1,5
4919-MOAVT,1,Male,0,0,1,3
4922-CVPDX,0,Female,0,1,0,26
4923-ADWXJ,0,Female,0,0,0,25
4925-LMHOK,1,Male,0,0,0,15
4926-UMJZD,0,Female,0,1,0,31
4927-WWOOZ,0,Male,0,1,0,2
4929-BSTRX,1,Female,0,0,0,1
4929-ROART,0,Male,0,0,0,18
4929-XIHVW,0,Male,1,1,0,2
4931-TRZWN,0,Female,0,0,0,13
4933-BSAIP,0,Female,0,1,0,40
4933-IKULF,0,Female,1,0,0,17
4936-YPJNK,0,Female,0,0,0,10
4937-QPZPO,0,Male,0,1,1,61
4939-KYYPY,0,Male,0,0,0,27
4940-KHCWD,0,Female,0,1,0,60
4942-VZZOM,0,Male,0,1,0,64
4945-RVMTE,0,Female,0,0,0,28
4946-EDSEW,1,Female,0,1,1,11
4947-DSMXK,0,Male,0,1,1,34
4948-WBBKL,0,Female,1,0,0,36
4950-BDEUX,0,Male,0,0,0,35
4950-HKQTE,0,Female,0,0,0,22
4951-UKAAQ,1,Female,0,0,0,4
4952-YSOGZ,1,Female,0,1,1,4
4955-VCWBI,0,Female,0,1,1,43
4957-SREEC,0,Male,0,1,1,70
4957-TIALW,0,Female,0,0,1,15
4957-TREIR,0,Male,0,0,0,3
4958-GZWIY,1,Male,0,1,1,7
4958-XCBDQ,1,Male,1,0,0,35
4959-JOSRX,1,Female,0,1,0,2
4962-CHQPW,0,Male,0,0,1,29
4967-WPNCF,0,Male,0,0,0,72
4971-PUYQO,1,Female,0,0,0,27
4973-MGTON,0,Female,0,1,0,71
4973-RLZVI,0,Female,0,0,0,30
4976-LNFVV,0,Male,1,1,0,19
4979-HPRFL,0,Male,0,1,1,56
4980-URKXC,0,Male,0,1,0,36
4981-FLTMF,0,Female,0,1,1,57
4983-CCWMC,0,Male,0,0,0,3
4983-CLMLV,0,Female,0,1,0,52
4986-MXSFP,0,Female,0,0,0,2
4987-GQWPO,0,Male,0,0,0,17
4988-IQIGL,1,Male,1,0,0,1
4989-LIXVT,0,Male,1,0,0,68
4990-ALDGW,0,Male,0,0,0,57
4992-LTJNE,0,Male,0,1,1,72
4993-JCRGJ,0,Male,0,0,0,26
4994-OBRSZ,0,Male,0,0,1,14
4998-IKFSE,0,Female,0,0,0,30
4999-IEZLT,0,Male,0,0,0,66
5002-GCQFH,0,Male,0,1,0,49
5003-OKNNK,0,Female,0,1,1,15
5003-XZWWO,0,Male,0,1,0,71
5006-MXVRN,0,Female,0,0,0,39
5010-IPEAQ,0,Female,0,1,1,67
5012-YSPJJ,0,Male,0,1,1,31
5013-SBUIH,1,Female,0,0,0,50
5014-GSOUQ,0,Male,0,0,0,13
5014-WUQMG,0,Male,0,1,1,47
5016-ETTFF,1,Male,0,0,0,10
5016-IBERQ,0,Male,0,1,0,23
5016-LIPDW,0,Male,0,1,1,57
5018-GWURO,0,Female,0,1,0,56
5018-HEKFO,0,Female,0,0,0,10
5018-LXQQG,0,Female,0,1,1,30
5019-GQVCR,0,Male,1,0,0,43
5020-ZSTTY,1,Female,1,0,0,54
5022-JNQEQ,0,Female,0,1,1,9
5022-KVDQT,0,Male,0,0,0,27
5025-GOOKI,0,Female,0,0,0,20
5027-QPKTE,1,Male,0,1,0,7
5027-XWQHA,1,Male,0,0,0,6
5027-YOCXN,0,Male,0,1,1,51
5028-GZLDO,1,Male,0,0,0,2
5028-HTLJB,1,Male,1,0,0,1
5032-MIYKT,0,Female,0,0,0,1
5032-USPKF,0,Female,0,0,0,38
5035-BVCXS,0,Male,0,0,0,11
5035-PGZXH,0,Female,0,0,0,56
5038-ETMLM,0,Female,0,1,0,72
5039-LZRQT,0,Female,0,0,0,13
5043-TRZWM,0,Female,0,0,0,1
5044-LRQAQ,0,Female,0,1,0,7
5044-XDPYX,0,Female,0,1,0,51
5046-NUHWD,0,Female,1,1,0,29
5047-LHVLY,1,Male,1,0,1,1
5049-GLYVG,1,Male,0,0,0,1
5049-MUBWG,0,Male,0,0,0,26
5052-PNLOS,1,Male,0,0,0,3
5054-IEXZT,1,Male,0,0,1,1
5055-BRMNE,0,Female,0,1,1,67
5055-MGMGF,0,Female,0,1,0,65
5056-FIMPT,0,Female,0,0,1,43
5057-LCOUI,1,Female,0,0,0,39
5057-RKGLH,0,Female,0,1,1,9
5060-TQUQN,0,Male,0,1,1,30
5061-PBXFW,0,Female,0,1,1,32
5062-CJJKH,0,Male,0,1,1,25
5063-IUOKK,0,Male,0,0,0,13
5066-GFJMM,0,Female,0,1,0,3
5067-DGXLL,0,Male,0,0,0,2
5067-WJEUN,0,Male,0,1,1,67
5067-XJQFU,0,Male,1,1,1,66
5071-FBJFS,0,Female,0,1,1,4
5073-RZGBK,0,Female,0,1,1,50
5073-WXOYN,1,Female,0,0,0,60
5074-FBGHB,0,Male,0,0,0,64
5075-JSDKI,0,Female,0,0,0,59
5076-YVXCM,0,Male,0,0,0,51
5077-DXTCG,1,Female,0,0,0,1
5081-NWSUP,0,Female,0,0,0,10
5084-OOVCJ,0,Female,0,1,1,17
5087-SUURX,1,Female,0,1,0,18
5088-QZLRL,0,Male,0,0,0,1
5089-IFSDP,1,Female,0,1,0,58
5090-EMGTC,0,Female,0,1,0,59
5091-HFAZW,0,Female,0,0,0,2
5092-STPKP,0,Female,0,0,0,24
5093-FEGLU,0,Female,0,1,0,47
5095-AESKG,1,Female,0,1,0,3
5095-ETBRJ,0,Female,0,1,0,55
5099-BAILX,1,Male,1,1,1,43
5103-MHMHY,1,Female,0,0,1,1
5108-ADXWO,1,Male,0,0,0,11
5110-CHOPY,0,Female,0,0,0,60
5115-GZDEL,0,Male,0,0,1,72
5115-SQAAU,0,Female,0,1,1,69
5117-IFGPS,0,Male,1,1,0,29
5117-ZSMHQ,0,Female,0,1,1,71
5118-MUEYH,0,Female,0,1,0,48
5119-KEPFY,0,Male,0,1,0,36
5119-NZPTV,0,Male,1,1,0,2
5120-ZBLAI,0,Female,0,1,0,50
5122-CYFXA,0,Female,0,0,0,3
5124-EOGYE,0,Male,0,0,0,31
5125-CNDSP,0,Male,0,0,1,63
5126-RCXYW,0,Male,0,1,1,54
5127-BZENZ,0,Female,0,1,1,56
5129-HHMZC,0,Female,0,1,0,43
5129-JLPIS,0,Male,0,0,0,25
5130-IEKQT,1,Male,1,0,0,25
5130-YPIRV,0,Female,0,1,0,62
5131-PONJI,0,Male,0,1,1,49
5133-POWUA,0,Male,0,0,0,1
5133-VRSAB,0,Male,0,0,0,8
5134-IKDAY,1,Female,0,1,1,1
5135-GRQJV,0,Male,1,1,0,72
5135-RDDQL,0,Female,0,1,1,63
5136-GFPMB,0,Male,0,0,0,54
5136-KCKGI,1,Female,0,1,1,33
5136-RGMZO,0,Male,0,0,0,31
5138-WVKYJ,1,Male,0,0,0,10
5140-FOMCQ,0,Female,0,1,0,59
5141-ZUVBH,0,Female,0,0,1,9
5143-EGQFK,1,Female,1,0,0,10
5143-WMWOG,1,Male,0,0,0,1
5144-PQCDZ,0,Male,0,0,0,4
5144-TVGLP,0,Male,1,0,0,38
5146-CBVOE,0,Female,0,0,0,16
5146-YYFRZ,0,Male,0,0,0,67
5148-HKFIR,0,Female,0,0,0,20
5148-ORICT,0,Female,0,1,0,64
5149-CUZUJ,0,Male,0,1,1,28
5149-QYTTU,0,Female,0,1,1,71
5149-TGWDZ,0,Female,0,0,0,21
5150-ITWWB,0,Male,1,0,0,3
5150-LJNSR,0,Male,0,1,1,31
5151-HQRDG,0,Male,0,1,0,37
5153-LXKDT,0,Male,0,1,1,68
5153-RTHKF,0,Female,0,0,0,34
5154-VEKBL,1,Female,0,0,0,9
5155-AZQPB,0,Female,0,1,1,28
5156-UMKOW,0,Female,0,0,1,3
5158-RIVOP,0,Female,0,1,1,11
5159-YFPKQ,1,Female,0,0,0,2
5160-UXJED,0,Male,0,0,1,17
5161-UBZXI,0,Male,0,1,1,69
5161-XEUVX,0,Male,0,1,0,37
5167-GBFRE,1,Male,1,0,0,4
5167-ZFFMM,1,Male,0,0,0,1
5168-MQQCA,0,Female,0,1,0,72
5168-MSWXT,0,Male,0,1,1,8
5170-PTRKA,0,Female,0,1,1,49
5171-EPLKN,0,Male,0,0,0,27
5172-MIGPM,0,Male,0,0,0,4
5172-RKOCB,0,Male,0,1,0,72
5173-WXOQV,0,Male,0,1,0,2
5173-ZXXXL,0,Male,0,0,0,2
5174-ITUMV,0,Male,0,1,1,67
5174-RNGBH,1,Female,0,0,0,9
5175-AOBHI,1,Female,0,0,0,4
5175-WLYXL,0,Male,0,0,0,22
5176-LDKUH,0,Female,0,0,0,48
5176-LMJXE,0,Female,0,0,0,47
5176-OLSKT,0,Female,0,1,0,66
5177-RVZNU,0,Female,0,0,1,37
5178-LMXOP,1,Male,1,1,0,1
5180-UCIIQ,1,Male,1,1,1,22
5181-OABFK,0,Female,0,1,1,56
5183-KLYEM,0,Female,0,0,0,72
5183-SNMJQ,0,Male,0,0,0,10
5186-EJEGL,0,Male,0,0,0,9
5186-PEIZU,0,Female,0,0,0,35
5186-SAMNZ,1,Male,1,0,0,1
5188-HGMLP,0,Male,1,1,0,54
5192-EBGOV,1,Female,1,0,0,1
5193-QLVZB,0,Male,0,0,0,63
5195-KPUNQ,0,Female,1,0,0,53
5196-SGOAK,1,Female,0,0,0,1
5196-WPYOW,0,Male,0,1,1,67
5197-LQXXH,0,Female,0,1,0,71
5197-PYEPU,0,Female,0,1,1,42
5197-YPYBZ,0,Female,0,1,1,12
5198-EFNBM,0,Male,1,1,0,57
5198-HQAEN,0,Male,0,1,1,35
5199-FPUSP,0,Male,0,0,1,33
5201-CBWYG,0,Male,0,1,1,62
5201-FRKKS,0,Male,0,0,0,25
5201-USSQZ,0,Female,0,1,0,26
5202-IVJNU,1,Female,0,0,1,39
5203-XEHAX,0,Female,0,0,0,34
5204-HMGYF,0,Female,0,1,1,49
5204-QZXPU,1,Male,0,0,0,19
5206-HPJKM,0,Male,0,0,0,17
5206-XZZQI,0,Male,0,0,0,53
5207-PLSTK,0,Male,0,1,1,1
5208-FVQKB,0,Male,0,1,0,70
5208-HFSBT,1,Female,0,0,0,2
5213-TWWJU,0,Male,0,0,0,28
5214-CHIWJ,0,Male,0,0,0,27
5214-NLTIT,0,Male,0,1,1,72
5215-LNLDJ,0,Female,0,1,1,7
5216-WASFJ,0,Female,1,1,0,31
5219-YIPTK,1,Female,0,1,0,33
5220-AGAAX,0,Male,0,1,1,68
5222-IMUKT,0,Male,0,0,0,32
5222-JCXZT,0,Male,0,0,0,4
5223-UZAVK,0,Male,0,0,0,64
5226-NOZFC,0,Male,0,0,0,26
5227-JSCFE,0,Male,1,1,0,71
5228-EXCET,1,Male,0,0,0,13
5229-DTFYB,0,Female,0,0,0,41
5229-PRWKT,1,Male,0,0,0,8
5231-FIQPA,0,Female,0,0,0,41
5232-NXPAY,0,Female,0,0,0,47
5233-AOZUF,0,Female,0,1,0,29
5233-GEEAX,1,Male,1,0,0,8
5236-PERKL,1,Female,0,0,0,57
5236-XMZJY,0,Female,0,0,0,42
5240-CAOYT,0,Female,0,0,0,57
5240-IJOQT,1,Male,1,0,0,1
5242-UOWHD,0,Male,0,1,1,45
5243-SAOTC,0,Male,0,0,0,54
5244-IRFIH,1,Male,1,1,0,33
5245-VDBUR,0,Female,0,1,0,52
5248-KWLAR,0,Male,0,1,1,71
5248-RPYWW,0,Female,1,1,1,72
5248-YGIJN,0,Male,0,1,0,72
5249-QYHEX,0,Female,0,1,1,40
5256-SKJGO,0,Female,0,1,1,64
5260-UMPWX,0,Female,0,1,1,26
5261-QSHQM,1,Female,0,0,0,4
5266-PFRQK,0,Male,0,1,1,52
5268-DSMNQ,0,Female,1,1,0,62
5269-NRGDP,0,Male,0,1,1,42
5271-DBYSJ,0,Male,1,0,0,11
5271-YNWVR,1,Male,0,1,1,68
5274-XHAKY,0,Female,0,1,1,41
5275-PMFUT,0,Male,0,1,1,72
5275-SQEIZ,1,Male,0,0,0,1
5276-KQWHG,1,Female,1,0,0,2
5277-ZLOOR,1,Female,1,0,0,2
5278-PNYOX,0,Female,0,0,0,49
5281-BUZGT,1,Male,1,0,0,36
5285-MVEHD,0,Female,0,1,0,56
5286-YHCVC,0,Male,0,1,0,72
5287-QWLKY,1,Male,1,1,1,71
5288-AHOUP,0,Male,1,0,0,11
5293-WXJAK,1,Female,1,1,0,11
5294-CDGWY,1,Male,0,1,1,51
5294-DMSFH,0,Female,0,1,1,29
5294-IMHHT,0,Male,0,1,0,53
5295-PCJOO,1,Male,0,0,1,4
5296-BFCYD,0,Male,0,1,1,46
5296-PSYVW,0,Female,0,1,0,72
5297-MDOIR,0,Female,0,1,0,63
5298-GSTLM,0,Female,1,0,0,60
5299-RULOA,1,Female,0,1,1,10
5299-SJCZT,1,Male,0,0,0,3
5301-GAUUY,1,Male,0,0,0,32
5302-BDJNT,0,Male,0,0,0,35
5304-EFJLP,0,Male,1,1,0,72
5306-BVTKJ,0,Male,0,1,1,48
5307-DZCVC,1,Female,1,1,0,32
5307-UVGNB,0,Female,0,1,1,53
5309-TAIKL,0,Female,0,0,0,7
5310-NOOVA,0,Male,0,0,0,46
5311-IHLEI,0,Male,0,0,0,12
5312-IRCFR,0,Female,0,1,1,64
5312-TSZVC,0,Female,0,0,1,15
5312-UXESG,0,Female,0,0,0,41
5313-FPXWG,0,Male,0,0,0,51
5315-CKEQK,0,Male,1,1,1,28
5317-FLPJF,0,Female,0,0,0,66
5318-IXUZF,1,Female,0,0,0,2
5318-YKDPV,0,Male,0,1,1,43
5320-BRKGK,0,Female,0,1,1,58
5321-NTRKC,0,Male,0,1,1,66
5322-TEUJK,0,Female,0,1,1,71
5322-ZSMZY,0,Male,0,1,1,31
5324-KTGCG,0,Male,0,1,0,71
5325-UWTWJ,0,Male,0,1,0,31
5327-CNLUQ,0,Male,0,1,0,48
5327-XOKKY,0,Male,1,1,0,72
5329-KRDTM,0,Male,1,1,0,72
5331-RGMTT,0,Male,1,1,0,54
5334-AFQJB,0,Male,1,0,0,72
5334-JLAXU,0,Female,0,1,0,60
5336-UFNZP,0,Female,1,1,1,65
5337-IIWKZ,0,Male,0,1,1,34
5338-YHWYT,0,Male,0,0,1,37
5339-PXDVH,0,Male,0,0,0,4
5339-TJFEK,0,Male,0,1,1,62
5343-SGUBI,0,Female,0,0,0,52
5345-BMKWB,0,Male,0,1,0,8
5346-BZCHP,0,Female,0,1,1,69
5348-CAGXB,0,Male,0,0,0,12
5349-AZPEW,0,Female,0,1,1,5
5349-IECLD,1,Male,0,0,0,2
5351-QESIO,0,Male,0,0,1,1
5353-WILCI,0,Female,0,0,0,28
5356-CSVSQ,0,Female,0,0,0,3
5356-KZCKT,0,Male,0,0,0,58
5356-RHIPP,1,Male,0,0,0,1
5357-TZHPP,1,Male,1,0,0,9
5360-LJCNJ,0,Female,0,1,0,71
5360-XGYAZ,0,Male,0,1,1,72
5364-EVNIB,1,Male,0,0,0,13
5364-XYIRR,1,Male,0,1,0,51
5365-LLFYV,0,Female,0,0,0,2
5366-IJEQJ,1,Male,0,0,0,20
5366-OBVMR,0,Female,0,1,0,18
5370-IIVVL,0,Male,0,0,0,37
5371-VYLSX,0,Female,1,0,0,50
5372-FBKBN,0,Female,0,0,1,21
5373-SFODM,1,Male,1,1,0,36
5375-XLDOF,0,Male,0,1,1,69
5376-DEQCP,1,Female,0,0,0,1
5376-PCKNB,0,Male,0,1,1,72
5377-NDTOU,0,Female,0,1,1,71
5378-IKEEG,1,Female,0,0,0,1
5380-AFSSK,1,Female,0,0,0,5
5380-WJKOV,1,Male,0,0,0,34
5380-XPJNZ,0,Female,0,0,0,38
5382-SOYZL,0,Male,0,0,0,22
5382-TEMLV,0,Male,0,0,0,45
5383-MMTWC,1,Female,1,1,0,8
5384-ZTTWP,0,Female,0,1,1,15
5385-SUIRI,1,Male,1,1,0,52
5386-THSLQ,0,Female,1,1,0,66
5387-ASZNZ,0,Female,1,0,0,66
5389-FFVKB,1,Male,1,1,0,32
5392-AKEMH,0,Female,0,0,0,12
5393-HJZSM,0,Female,0,1,1,32
5393-RXQSZ,1,Male,0,0,0,1
5394-MEITZ,0,Female,0,1,1,60
5394-SVGJV,1,Male,0,0,0,37
5396-IZEPB,0,Male,0,0,0,9
5397-NSKQG,0,Male,0,1,1,67
5397-TUPSH,0,Male,1,1,0,65
5399-ZIMKF,0,Male,0,0,0,5
5402-HTOTQ,0,Male,0,0,0,16
5404-GGUKR,0,Male,0,0,0,5
5405-ZMYXQ,0,Female,0,0,0,8
5406-KGRMX,0,Female,0,0,0,71
5414-OFQCB,0,Male,0,0,0,57
5419-CONWX,1,Female,1,0,0,4
5419-JKZNQ,0,Male,1,1,0,30
5419-JPRRN,1,Male,0,0,0,1
5419-KLXBN,1,Female,0,1,1,25
5423-BHIXO,0,Female,0,0,0,32
5424-RLQLC,0,Male,0,0,0,10
5429-LWCMV,0,Female,0,0,0,12
5433-KYGHE,0,Female,0,0,1,14
5438-QMDDL,0,Female,0,1,0,19
5439-WIKXB,0,Male,1,1,0,41
5440-FLBQG,1,Male,1,1,0,69
5440-VHLUL,0,Male,0,0,0,69
5442-BHQNG,0,Female,0,0,0,2
5442-BXVND,0,Female,0,1,1,33
5442-PPTJY,0,Male,0,1,1,12
5442-UTCVD,1,Male,0,0,1,3
5442-XSDCW,1,Male,0,1,1,11
5443-SCMKX,0,Female,0,1,0,58
5445-GLVOT,0,Female,0,0,0,22
5445-PZWGX,1,Male,0,0,0,62
5445-UTODQ,1,Female,0,1,0,7
5446-DKWYW,0,Female,1,1,1,61
5447-VYTKW,0,Male,0,0,0,27
5447-WZAFP,0,Female,0,0,0,53
5448-VWNAM,0,Female,0,0,1,19
5449-FIBXJ,1,Male,0,1,1,19
5451-MHQOF,0,Male,0,1,1,56
5451-YHYPW,0,Female,1,1,0,72
5453-AXEPF,0,Male,0,1,0,17
5453-YBTWV,0,Male,0,1,1,70
5456-ITGIC,0,Male,1,1,0,72
5457-COLHT,0,Male,0,1,1,69
5458-CQJTA,1,Male,0,1,1,65
5461-QKNTN,0,Male,1,1,0,43
5465-BUBFA,0,Female,0,1,1,41
5468-BPMMO,0,Male,0,1,0,46
5469-CTCWN,1,Male,0,1,1,61
5469-NUJUR,0,Male,0,0,0,19
5472-CVMDX,0,Female,0,0,0,68
5473-KHBPS,0,Female,0,1,1,52
5474-LAMUQ,0,Male,0,1,0,24
5478-JJVZK,0,Female,0,0,0,33
5480-HPRRX,1,Female,1,0,0,3
5480-TBGPH,1,Female,0,1,0,24
5480-XTFFL,0,Female,0,1,1,31
5481-NTDOH,0,Female,1,1,0,67
5482-NUPNA,1,Female,0,0,0,4
5482-PLVPE,1,Female,1,0,0,2
5482-VXSXJ,0,Male,0,0,0,22
5485-ITNPC,0,Male,0,1,0,66
5485-WUYWF,1,Male,1,0,0,2
5493-SDRDQ,1,Male,0,0,0,2
5494-HECPR,1,Female,0,0,0,1
5494-WOZRZ,0,Female,0,1,1,71
5495-GPSRW,0,Male,0,0,0,20
5498-IBWPI,0,Female,0,1,1,66
5498-TXHLF,1,Female,0,1,1,34
5499-ECUTN,0,Female,0,1,0,47
5501-TVMGM,0,Male,0,0,0,1
5502-RLUYV,1,Female,0,1,1,69
5504-WSIUR,0,Female,0,0,0,70
5505-OVWQW,0,Female,0,0,0,17
5510-BOIUJ,1,Male,0,0,1,1
5512-IDZEI,0,Male,0,1,1,46
5514-YQENT,0,Male,0,0,1,41
5515-AKOAJ,1,Female,0,0,0,54
5515-IDEJJ,1,Male,0,1,1,1
5515-RUGKN,0,Male,0,0,0,8
5519-NPHVG,1,Female,0,0,0,12
5519-TEEUH,0,Male,0,0,1,33
5519-YLDGW,1,Female,0,1,0,21
5520-FVEWJ,1,Female,0,1,1,12
5522-JBWMO,0,Male,0,0,1,1
5522-NYKPB,0,Male,0,1,1,25
5524-KHNJP,0,Male,0,1,1,33
5527-ACHSO,0,Female,0,0,0,11
5529-GIBVH,0,Female,0,0,0,47
5533-NHFRF,0,Male,1,0,0,7
5533-RJFTJ,0,Male,0,0,0,49
5536-RTPWK,1,Male,0,1,0,49
5536-SLHPM,1,Female,0,1,0,55
5537-UXXVS,0,Female,0,1,0,20
5539-HIVAK,0,Female,1,1,0,28
5539-TMZLF,1,Male,1,0,0,1
5542-DHSXL,0,Female,0,1,0,4
5542-NKVRU,0,Female,0,0,0,42
5542-TBBWB,0,Male,0,0,0,1
5543-QDCRY,0,Male,0,0,0,4
5546-BYZSM,0,Female,0,0,0,41
5546-QUERU,0,Male,0,0,0,13
5549-ZGHFB,0,Male,0,1,1,50
5550-VFRLC,1,Female,1,0,0,1
5552-ZNFSJ,1,Male,0,0,0,1
5553-AOINX,0,Female,1,1,1,66
5555-RNPGT,0,Male,0,0,1,10
5561-NWEVX,1,Female,1,1,0,2
5562-BETPV,0,Male,0,1,1,1
5562-YJQGT,0,Female,0,0,0,2
5564-NEMQO,1,Female,1,0,0,1
5565-FILXA,1,Female,1,0,0,16
5566-SOEZD,0,Male,0,1,1,27
5567-GZKQY,0,Male,0,0,0,58
5567-WSELE,1,Male,1,1,0,3
5568-DMXZS,0,Female,0,0,0,8
5569-IDSEY,0,Male,0,1,0,71
5569-KGJHX,1,Female,0,1,1,9
5569-OUICF,1,Female,1,1,0,28
5570-PTWEH,1,Female,0,1,0,3
5572-ZDXHY,1,Female,0,0,0,22
5574-NXZIU,0,Male,0,0,0,63
5575-GNVDE,0,Male,0,0,0,34
5575-TPIZQ,0,Male,0,0,0,46
5577-OTWWW,1,Female,0,0,0,15
5578-NKCXI,0,Female,0,1,1,58
5583-EJXRD,0,Male,0,1,1,44
5583-SXDAG,1,Male,0,1,0,1
5590-BYNII,1,Male,0,0,0,22
5590-YRFJT,1,Female,0,1,0,20
5590-ZSKRV,0,Female,0,1,1,8
5593-SUAOO,0,Female,0,1,1,24
5597-GLBUC,1,Female,0,0,0,1
5598-IKHQQ,0,Female,0,0,0,72
5599-HVLTW,0,Female,1,0,0,14
5600-KTXFM,0,Male,0,1,1,2
5600-PDUJF,0,Male,0,0,0,6
5602-BVFMK,0,Female,0,0,0,12
5605-IYGFG,0,Female,0,0,0,7
5605-XNWEN,0,Male,1,1,0,72
5606-AMZBO,0,Female,0,1,0,10
5609-CEBID,1,Female,1,0,0,20
5609-IMCGG,0,Female,0,0,0,15
5614-DNZCE,0,Female,0,0,0,58
5616-PRTNT,1,Male,0,0,1,20
5619-PTMIK,0,Female,0,1,0,46
5619-XZZKR,0,Male,0,0,0,4
5622-UEJFI,0,Female,0,1,1,35
5624-BQSSA,1,Female,0,0,0,1
5624-RYAMH,0,Female,0,0,0,9
5626-MGTUK,0,Female,0,0,0,20
5627-TVBPP,0,Female,0,0,1,35
5628-FCGYG,0,Male,0,0,0,21
5628-RKIFK,0,Female,1,0,0,49
5630-AHZIL,0,Female,0,0,1,3
5630-IXDXV,0,Female,0,0,0,47
5639-NTUPK,0,Male,0,0,1,13
5640-CAXOA,0,Female,0,0,0,30
5641-DMBFJ,0,Female,0,1,0,58
5642-MHDQT,0,Female,0,1,1,53
5644-PDMZC,1,Female,1,0,0,2
5647-FXOTP,0,Female,1,1,0,60
5647-URDKA,0,Male,0,1,1,8
5649-ANRML,1,Male,1,0,0,2
5649-RXQTV,0,Male,0,0,0,51
5649-TJHOV,1,Male,1,1,0,27
5649-VUKMC,1,Female,0,0,0,12
5650-VDUDS,1,Female,0,0,0,4
5650-YLIBA,0,Male,0,0,0,31
5651-CPDND,0,Male,0,0,0,10
5651-CRHKQ,0,Female,0,1,0,41
5651-WYIPH,0,Female,1,0,0,18
5651-YLPRD,0,Female,0,1,1,32
5652-MSDEY,0,Female,0,0,0,10
5655-JSMZM,1,Male,1,0,0,49
5656-JAMLX,0,Male,0,0,0,62
5656-MJEFC,0,Male,0,1,1,42
5663-QBGIS,0,Male,1,1,0,72
5666-CYCYZ,0,Female,0,0,0,24
5666-MBJPT,0,Male,0,0,0,65
5668-MEISB,0,Female,0,1,1,72
5669-SRAIP,1,Female,0,0,0,5
5671-RQRLP,0,Female,1,1,0,70
5671-UUNXD,0,Female,1,1,0,50
5673-FSSMF,1,Female,0,0,0,1
5673-TIYIB,1,Male,0,0,0,2
5676-CFLYY,0,Male,0,1,1,71
5678-VFNEQ,0,Female,0,1,0,71
5680-LQOGP,0,Female,0,0,0,68
5681-LLOEI,0,Male,0,1,1,43
5684-FJVYR,0,Female,0,1,1,72
5685-IIXLY,1,Female,0,1,1,5
5686-CMAWK,0,Male,0,0,0,17
5687-DKDTV,1,Female,0,0,0,4
5688-KZTSN,1,Male,0,1,1,15
5692-FPTAH,1,Female,0,0,0,1
5692-ICXLW,0,Male,1,0,0,31
5693-PIPCS,0,Male,0,0,0,41
5696-CEIQJ,0,Male,0,1,1,67
5696-EXCYS,0,Male,0,0,0,17
5696-JVVQY,0,Female,0,1,1,48
5696-QURRL,1,Male,0,0,0,1
5697-GOMBF,0,Female,1,1,1,28
5698-BQJOH,1,Female,0,0,0,9
5699-BNCAS,0,Male,1,0,0,71
5701-GUXDC,0,Female,0,1,0,26
5701-SVCWR,0,Female,0,0,1,1
5701-YVSVF,0,Female,1,1,0,11
5701-ZIKJE,0,Male,0,0,0,13
5702-KVQRD,0,Male,0,1,0,71
5702-SKUOB,0,Female,0,1,0,4
5707-ORNDZ,1,Male,1,0,0,9
5707-ZMDJP,0,Male,0,1,1,53
5708-EVONK,1,Female,0,1,1,58
5709-LVOEQ,0,Female,0,1,1,0
5712-AHQNN,0,Female,0,0,0,43
5712-PTIWW,1,Male,0,0,0,2
5712-VBOXD,0,Female,0,0,0,4
5716-EZXZN,0,Female,0,1,1,65
5716-LIBJC,0,Female,0,0,1,13
5724-BIDBU,0,Male,0,1,0,49
5726-CVNYA,0,Female,0,1,1,8
5727-MYATE,0,Male,0,1,1,72
5729-KLZAR,1,Female,0,1,1,4
5730-DBDSI,0,Male,0,0,0,66
5730-RIITO,0,Female,1,0,0,43
5732-IKGQH,0,Male,1,1,0,52
5734-EJKXG,0,Female,0,0,0,61
5736-YEJAX,0,Male,0,0,1,69
5740-YHGTW,0,Male,0,1,1,70
5743-KHMNA,0,Male,0,0,0,71
5747-PMBSQ,1,Male,1,1,0,10
5748-RNCJT,1,Male,0,0,0,69
5751-USDBL,0,Male,0,1,1,46
5753-QQWPW,0,Female,0,0,0,28
5756-JYOJT,0,Female,0,0,0,11
5756-OZRIO,0,Male,1,1,0,61
5759-RCVCB,1,Female,0,0,0,3
5760-FXFVO,0,Male,0,0,0,6
5760-IFJOZ,0,Male,0,0,0,3
5760-WRAHC,0,Female,1,0,0,22
5762-TJXGK,0,Female,0,0,0,52
5766-FTRTS,0,Male,0,1,0,72
5766-XQXMQ,1,Female,0,0,0,29
5766-ZJYBB,1,Male,0,0,0,1
5774-QPLTF,0,Male,0,1,1,50
5774-XZTQC,0,Female,0,1,1,7
5777-KJIRB,0,Female,0,0,0,40
5777-ZPQNC,0,Female,0,0,0,12
5778-BVOFB,0,Female,0,0,0,9
5780-INQIK,0,Female,0,0,0,8
5781-BKHOP,0,Female,0,1,0,72
5781-RFZRP,0,Male,0,1,0,71
5787-KXGIY,0,Male,0,1,0,72
5788-YPOEG,0,Female,0,1,1,34
5789-LDFXO,0,Male,0,0,0,24
5791-KAJFD,0,Female,0,1,1,56
5792-JALQC,0,Female,1,0,0,52
5793-YOLJN,0,Female,0,1,1,55
5795-BKOYE,0,Female,0,1,1,69
5795-KTGUD,0,Female,0,1,0,68
5797-APWZC,1,Female,0,0,0,1
5799-JRCZO,0,Female,0,0,1,63
